読み	方言	標準語	標準語の読み	地域
あったら	あったら	【あんな】	あんな	北海道
あっちゃ	あっちゃ	【あっち】	あっち	北海道
あっちゃこっちゃ	あっちゃこっちゃ	【あちこち】	あちこち	北海道
あっぱくさい	あっぱくさい	【たやすい】	たやすい	北海道
あっぺ	あっぺ	【あべこべ】	あべこべ	北海道
あっぺこっぺ	あっぺこっぺ	【あべこべ】	あべこべ	北海道
あなづり	あなづり	【穴釣り】	あなづり	北海道
あわくう	あわくう	【慌てる】	あわてる	北海道
あぶらこ	あぶらこ	【アイナメ】	あいなめ	北海道
あまされる	あまされる	【仲間外れにされる】	なかまはずれにされる	北海道
あます	あます	【もてあます】	もてあます	北海道
あまらかす	あまらかす	【余す】	あます	北海道
あまらす	あまらす	【余す】	あます	北海道
あめる	あめる	【腐る】	くさる	北海道
あらまき	あらまき	【塩鮭】	しおじゃけ	北海道
あらまきざけ	あらまきざけ	【塩鮭】	しおじゃけ	北海道
あらまきじゃけ	あらまきじゃけ	【塩鮭】	しおじゃけ	北海道
あんばいわるい	あんばいわるい	【具合が悪い】	ぐあいがわるい	北海道
でないかい	でないかい	【ではないですか】	ではないですか	北海道
あずましい	あずましい	【落ち着く】	おちつく	北海道
あやつける	あやつける	【気取る】	きどる	北海道
ありがたくなる	ありがたくなる	【眠くなる】	ねむくなる	北海道
いずい	いずい	【しっくりこない】	しっくりこない	北海道
うそこぎ	うそこぎ	【嘘つき】	うそつき	北海道
おだつ	おだつ	【調子に乗る】	ちょうしにのる	北海道
おばんです	おばんです	【こんばんは】	こんばんは	北海道
おんた	おんた	【オス】	おす	北海道
がさい	がさい	【カッコ悪い】	かっこわるい	北海道
がっちゃい	がっちゃい	【カッコ悪い】	かっこわるい	北海道
がっさい	がっさい	【カッコ悪い】	かっこわるい	北海道
がっちゃき	がっちゃき	【できもの】	できもの	北海道
かっちゃましい	かっちゃましい	【うるさい】	うるさい	北海道
かぶれくさい	かぶれくさい	【カビ臭い】	かびくさい	北海道
かぶれる	かぶれる	【カビが生える】	かびがはえる	北海道
がんべ	がんべ	【できもの】	できもの	北海道
きかない	きかない	【気が強い】	きがつよい	北海道
きりょーよし	きりょーよし	【美人】	びじん	北海道
けっぱる	けっぱる	【がんばる】	がんばる	北海道
けっぱれ	けっぱれ	【がんばれ】	がんばれ	北海道
こたえる	こたえる	【困る】	こまる	北海道
こわい	こわい	【疲れた】	つかれた	北海道
ざんぎ	ざんぎ	【唐揚げ】	からあげ	北海道
したっけ	したっけ	【それじゃあね】	それじゃあね	北海道
しばれる	しばれる	【本当に寒い】	ほんとにさむい	北海道
しゃっこい	しゃっこい	【冷たい】	つめたい	北海道
じゃんぼ	じゃんぼ	【髪の毛】	かみのけ	北海道
たんぱら	たんぱら	【気が短い】	きがみじかい	北海道
どんぱ	どんぱ	【同学年】	どうがくねん	北海道
なして	なして	【なぜ】	なぜ	北海道
なまずるい	なまずるい	【ずるい】	ずるい	北海道
なまら	なまら	【すごい】	すごい	北海道
なんも	なんも	【どういたしまして】	どういたしまして	北海道
なんもだって	なんもだって	【どういたしまして】	どういたしまして	北海道
なんもなんも	なんもなんも	【どういたしまして】	どういたしまして	北海道
ばちっこ	ばちっこ	【末っ子】	すえっこ	北海道
ばっぱい	ばっぱい	【汚すぎる】	きたなすぎる	北海道
はんかくさい	はんかくさい	【馬鹿らしい】	ばからしい	北海道
へなまずるい	へなまずるい	【ずる賢い・悪質な】	ずるがしこい・あくしつな	北海道
みったくなし	みったくなし	【かわいくない・ブス】	かわいくない・ぶす	北海道
めっぱ	めっぱ	【ものもらい】	ものもらい	北海道
めんこ	めんこ	【お気に入りの娘】	おきにいりのむすめ	北海道
めんた	めんた	【メス】	めす	北海道
もちょこい	もちょこい	【くすぐったい】	くすぐったい	北海道
やっこい	やっこい	【やわらかい】	やわらかい	北海道
やむ	やむ	【ずきずきと痛む】	ずきずきといたむ	北海道
ゆるくない	ゆるくない	【苦しい】	くるしい	北海道
んだ	んだ	【そうだ】	そうだ	北海道
んだっす	んだっす	【そうです】	そうです	北海道
あずましい	あずましい	【居心地がいい・気持ちがいい・落ち着く】	いごこちがいい・きもちがいい・おちつく	青森
あやつける	あやつける	【気取る】	きどる	青森
ありがたくなる	ありがたくなる	【眠くなる・うとうとする】	ねむくなる・うとうとする	青森
いずい	いずい	【しっくりこない・心地が悪い】	しっくりこない・ここちがわるい	青森
うそこぎ	うそこぎ	【嘘つき】	うそつき	青森
おだつ	おだつ	【調子に乗る】	ちょうしにのる	青森
おばんです	おばんです	【こんばんは】	こんばんは	青森
おんた	おんた	【オス】	おす	青森
がさい	がさい	【安っぽい・カッコ悪い・ぼろい】	やすっぽい・かっこわるい・ぼろい	青森
がっちゃい	がっちゃい	【安っぽい・カッコ悪い・ぼろい】	やすっぽい・かっこわるい・ぼろい	青森
がっさい	がっさい	【安っぽい・カッコ悪い・ぼろい】	やすっぽい・かっこわるい・ぼろい	青森
がっちゃき	がっちゃき	【できもの・痔】	できもの・じ	青森
かっちゃましい	かっちゃましい	【やかましい・うるさい・うざったい】	やかましい・うるさい・うざったい	青森
かぶれくさい	かぶれくさい	【カビ臭い】	かびくさい	青森
かぶれる	かぶれる	【カビが生える】	かびがはえる	青森
がんべ	がんべ	【できもの】	できもの	青森
きかない	きかない	【きかない・気が強い】	きかない・きがつよい	青森
きりょーよし	きりょーよし	【美人】	びじん	青森
けっぱる	けっぱる	【がんばる】	がんばる	青森
けっぱれ	けっぱれ	【がんばれ】	がんばれ	青森
こたえる	こたえる	【困る】	こまる	青森
こわい	こわい	【疲れた・しんどい】	つかれた・しんどい	青森
ざんぎ	ざんぎ	【唐揚げ】	からあげ	青森
したっけ	したっけ	【それじゃあね】	それじゃあね	青森
しばれる	しばれる	【非常に寒い】	ひじょうにさむい	青森
しゃっこい	しゃっこい	【冷たい】	つめたい	青森
じゃんぼ	じゃんぼ	【髪の毛】	かみのけ	青森
たんぱら	たんぱら	【すぐに腹を立てる・気が短い】	すぐにはらをたてる・きがみじかい	青森
どんぱ	どんぱ	【同学年・同年齢】	どうがくねん・どうねんれい	青森
なして	なして	【なぜ】	なぜ	青森
なまずるい	なまずるい	【ずるい】	ずるい	青森
なまら	なまら	【すごい・とても】	すごい・とても	青森
なんも	なんも	【いえいえ・どういたしまして】	いえいえ・どういたしまして	青森
なんもだって	なんもだって	【いえいえ・どういたしまして】	いえいえ・どういたしまして	青森
なんもなんも	なんもなんも	【いえいえ・どういたしまして】	いえいえ・どういたしまして	青森
ばちっこ	ばちっこ	【末っ子】	すえっこ	青森
ばっぱい	ばっぱい	【汚すぎる】	きたなすぎる	青森
はんかくさい	はんかくさい	【バカ・馬鹿らしい】	ばか・ばからしい	青森
へなまずるい	へなまずるい	【ずる賢い・悪質な】	ずるがしこい・あくしつな	青森
なまずるい	なまずるい	【ずる賢い・悪質な】	ずるがしこい・あくしつな	青森
みったくなし	みったくなし	【かわいくない・ブス】	かわいくない・ぶす	青森
めっぱ	めっぱ	【ものもらい】	ものもらい	青森
めんこ	めんこ	【お気に入りの娘】	おきにいりのむすめ	青森
めんた	めんた	【メス】	めす	青森
もちょこい	もちょこい	【くすぐったい】	くすぐったい	青森
やっこい	やっこい	【やわらかい】	やわらかい	青森
やむ	やむ	【ずきずきと痛む】	ずきずきといたむ	青森
ゆるくない	ゆるくない	【苦しい】	くるしい	青森
んだ	んだ	【そうだ】	そうだ	青森
んだっす	んだっす	【そうです】	そうです	青森
あしかまり	あしかまり	【足のにおい】	あしのにおい	岩手
あめかまり	あめかまり	【腐った臭い】	くさったにおい	岩手
あらがた	あらがた	【だいたい】	だいたい	岩手
いじくされ	いじくされ	【いじわるな人・強情を張る人】	いじわるなひと・ごうじょうをはるひと	岩手
いじくさり	いじくさり	【いじわるな人・強情を張る人】	いじわるなひと・ごうじょうをはるひと	岩手
いずい	いずい	【しっくりこない・心地が悪い】	しっくりこない・ここちがわるい	岩手
えずい	えずい	【しっくりこない・心地が悪い】	しっくりこない・ここちがわるい	岩手
うたてー	うたてー	【気持ちが悪い・気味が悪い】	きもちがわるい・きみがわるい	岩手
うたちー	うたちー	【気持ちが悪い・気味が悪い】	きもちがわるい・きみがわるい	岩手
おたてー	おたてー	【気持ちが悪い・気味が悪い】	きもちがわるい・きみがわるい	岩手
うるがす	うるがす	【浸す】	ひたす	岩手
えーふりする	えーふりする	【気取る】	きどる	岩手
